Index,Date,Open,High,Low,Close,Adj Close,Volume
361,12/1/92,431.35,442.65,428.61,435.71,435.71,4876150000.00
362,11/1/92,418.66,431.93,415.58,431.35,431.35,4148770000.00
363,9/30/92,417.8,421.16,396.8,418.68,418.68,4507010000.00
364,8/31/92,414.03,425.27,412.71,417.8,417.8,4023850000.00
365,7/31/92,424.19,425.14,408.3,414.03,414.03,3653820000.00
366,6/30/92,408.2,424.8,407.2,424.21,424.21,4265220000.00
367,5/31/92,415.35,417.3,399.92,408.14,408.14,4259830000.00
368,4/30/92,414.95,418.75,409.85,415.35,415.35,3643980000.00
369,4/1/92,403.67,416.28,392.41,414.95,414.95,4315840000.00
370,3/1/92,412.68,413.78,401.94,403.69,403.69,4066240000.00
371,2/1/92,408.79,418.08,406.34,412.7,412.7,4267610000.00
372,1/1/92,417.03,421.18,408.64,408.78,408.78,5286280000.00
373,12/1/91,375.11,418.32,371.36,417.09,417.09,4155310000.00
374,11/1/91,392.46,398.22,371.63,375.22,375.22,3737620000.00
375,9/30/91,387.86,393.81,376.11,392.45,392.45,4082380000.00
376,8/31/91,395.43,397.62,382.77,387.86,387.86,3260990000.00
377,7/31/91,387.81,396.82,374.09,395.43,395.43,3713820000.00
378,6/30/91,371.18,387.81,370.92,387.81,387.81,3481570000.00
379,5/31/91,389.81,389.81,367.98,371.16,371.16,3258730000.00
380,4/30/91,375.35,389.85,365.83,389.83,389.83,3739700000.00
381,4/1/91,375.22,391.26,370.27,375.34,375.34,4017200000.00
382,3/1/91,367.07,379.66,363.73,375.22,375.22,3927920000.00
383,2/1/91,343.91,370.96,340.37,367.07,367.07,4303170000.00
384,1/1/91,330.2,343.93,309.35,343.93,343.93,3660240000.00
385,12/1/90,322.23,333.98,321.97,330.22,330.22,3116830000.00
386,11/1/90,303.99,323.02,301.61,322.22,322.22,3149770000.00
387,9/30/90,306.1,319.69,294.51,304,304,3671900000.00
388,8/31/90,322.56,326.53,295.98,306.05,306.05,2687280000.00
389,7/31/90,356.15,357.35,306.18,322.56,322.56,4020730000.00
390,6/30/90,358.02,369.78,350.09,356.15,356.15,3373540000.00
391,5/31/90,361.26,368.78,351.23,358.02,358.02,3226280000.00
392,4/30/90,330.8,362.26,330.8,361.23,361.23,3596680000.00
393,4/1/90,339.94,347.3,327.76,330.8,330.8,2801220000.00
394,3/1/90,331.89,344.49,331.08,339.94,339.94,3283280000.00
395,2/1/90,329.08,336.09,322.1,331.89,331.89,2961970000.00
396,1/1/90,353.4,360.59,319.83,329.08,329.08,3793250000.00
397,12/1/89,346.01,354.1,339.63,353.4,353.4,3213420000.00
398,11/1/89,340.36,346.5,330.91,345.99,345.99,3032160000.00
399,9/30/89,349.15,360.44,327.12,340.36,340.36,4012670000.00
400,8/31/89,351.45,354.13,341.37,349.15,349.15,3035020000.00
401,7/31/89,346.08,352.73,339,351.45,351.45,3949100000.00
402,6/30/89,317.98,346.08,317.26,346.08,346.08,3249030000.00
403,5/31/89,320.51,329.19,314.38,317.98,317.98,3966590000.00
404,4/30/89,309.64,323.06,304.06,320.52,320.52,3747320000.00
405,4/1/89,294.87,310.45,294.35,309.64,309.64,3237250000.00
406,3/1/89,288.86,299.99,286.46,294.87,294.87,3504530000.00
407,2/1/89,297.47,300.57,286.26,288.86,288.86,3216280000.00
408,1/1/89,277.72,297.51,273.81,297.47,297.47,3532220000.00
409,12/1/88,273.68,280.45,270.47,277.72,277.72,2844900000.00
410,11/1/88,278.97,280.37,262.85,273.7,273.7,2822820000.00
411,9/30/88,271.89,283.95,268.84,278.97,278.97,3415160000.00
412,8/31/88,261.52,274.87,256.98,271.91,271.91,3059450000.00
413,7/31/88,272.03,274.2,256.53,261.52,261.52,3327470000.00
414,6/30/88,273.5,276.36,262.48,272.02,272.02,3338470000.00
415,5/31/88,262.16,276.88,262.1,273.5,273.5,4306710000.00
416,4/30/88,261.36,263.7,248.85,262.16,262.16,3231370000.00
417,4/1/88,258.89,272.05,254.71,261.33,261.33,3260760000.00
418,3/1/88,267.82,272.64,256.07,258.89,258.89,4052970000.00
419,2/1/88,257.05,267.82,247.82,267.82,267.82,3693240000.00
420,1/1/88,247.1,261.78,240.17,257.07,257.07,3494700000.00
421,12/1/87,230.32,253.35,221.24,247.08,247.08,3926750000.00
422,11/1/87,251.73,257.21,225.75,230.3,230.3,3589530000.00
423,9/30/87,321.83,328.94,216.46,251.79,251.79,6094500000.00
424,8/31/87,329.81,332.18,308.56,321.83,321.83,3723200000.00
425,7/31/87,318.62,337.89,314.51,329.8,329.8,4062400000.00
426,6/30/87,303.99,318.85,302.53,318.66,318.66,3966400000.00
427,5/31/87,290.12,310.27,286.93,304,304,3595000000.00
428,4/30/87,286.99,298.69,277.01,290.1,290.1,3417700000.00
429,4/1/87,291.59,303.65,275.67,288.36,288.36,3931700000.00
430,3/1/87,284.17,302.72,282.3,291.7,291.7,3965100000.00
431,2/1/87,274.08,287.55,273.16,284.2,284.2,3485300000.00
432,1/1/87,242.17,280.96,242.17,274.08,274.08,4040880000.00
433,12/1/86,249.22,254.87,241.28,242.17,242.17,3260870000.00
434,11/1/86,243.97,249.22,235.51,249.22,249.22,2940830000.00
435,9/30/86,231.32,244.51,231.32,243.98,243.98,3016740000.00
436,8/31/86,252.93,254.13,228.08,231.32,231.32,3166300000.00
437,7/31/86,236.12,254.24,231.92,252.93,252.93,2701900000.00
438,6/30/86,250.67,253.2,233.07,236.12,236.12,3029900000.00
439,5/31/86,246.04,251.81,238.23,250.84,250.84,2649600000.00
440,4/30/86,235.52,249.19,232.26,247.35,247.35,2680240000.00
441,4/1/86,238.9,245.47,226.3,235.52,235.52,3240400000.00
442,3/1/86,226.92,240.11,222.18,238.9,238.9,3214600000.00
443,2/1/86,211.78,227.92,210.82,226.92,226.92,2899100000.00
444,1/1/86,211.28,214.57,202.6,211.78,211.78,2879010000.00
445,12/1/85,202.17,213.08,200.1,211.28,211.28,2804380000.00
446,11/1/85,189.82,203.4,189.37,202.17,202.17,2445370000.00
447,9/30/85,182.06,190.15,181.16,189.82,189.82,2543240000.00
448,8/31/85,188.63,188.8,179.45,182.08,182.08,1860160000.00
449,7/31/85,190.92,192.17,186.1,188.63,188.63,1923200000.00
450,6/30/85,191.85,196.07,189.3,190.92,190.92,2463070000.00
451,5/31/85,189.55,191.85,185.03,191.85,191.85,2117000000.00
452,4/30/85,179.83,189.98,178.35,189.55,189.55,2350340000.00
453,4/1/85,180.66,183.61,177.86,179.83,179.83,1981880000.00
454,3/1/85,181.18,183.89,176.53,180.66,180.66,2153090000.00
455,2/1/85,179.63,183.95,177.75,181.18,181.18,2194620000.00
456,1/1/85,167.2,180.27,163.36,179.63,179.63,2673710000.00
